lr,la,rho*,T*,T_ad,P_ad,TotEn_ad,Cv_nvt,ThermalPressureCoeff_nvt,Cp_npt,ThermalExpansionCoeff_npt,IsothermalCompressibility_npt,Cv_npt,JouleThomson_npt,Brown_type,is_fluid,is_solid
13.0,6.0,0.046472645,2.948512787,2.948512787,0.136538739,4.157981072499999,,,,,,,,Boyle,True,False
13.0,6.0,0.035873504,3.004717916,3.004717916,0.107568137,4.303391888,,,,,,,,Boyle,True,False
13.0,6.0,0.02383597,3.053907155,3.053907155,0.072725234,4.4466804484999995,,,,,,,,Boyle,True,False
13.0,6.0,0.019410365,3.09695626,3.09695626,0.060074341,4.5360397610000005,,,,,,,,Boyle,True,False
13.0,6.0,0.008902878,3.134631674,3.134631674,0.027905104,4.652044054,,,,,,,,Boyle,True,False
14.0,6.0,0.369089072,1.405442529,1.405442529,0.26500122,-0.2226767404999998,,,,,,,,Boyle,True,False
14.0,6.0,0.345003624,1.493308907,1.493308907,0.308347991,0.0862966974999999,,,,,,,,Boyle,True,False
14.0,6.0,0.31754197,1.593707647,1.593707647,0.345308175,0.4301699014999998,,,,,,,,Boyle,True,False
14.0,6.0,0.288440495,1.708426366,1.708426366,0.373094442,0.8047086649999999,,,,,,,,Boyle,True,False
14.0,6.0,0.25536757,1.83950753,1.83950753,0.387172845,1.224415905,,,,,,,,Boyle,True,False
14.0,6.0,0.219744868,1.989284901,1.989284901,0.384827879,1.6843307855000005,,,,,,,,Boyle,True,False
14.0,6.0,0.185154683,2.139062197,2.139062197,0.365231015,2.1288342385,,,,,,,,Boyle,True,False
14.0,6.0,0.151018255,2.288839538,2.288839538,0.3288999,2.5648656680000004,,,,,,,,Boyle,True,False
14.0,6.0,0.123584081,2.419920729,2.419920729,0.290079332,2.9278948165000003,,,,,,,,Boyle,True,False
14.0,6.0,0.098867854,2.534639434,2.534639434,0.245996553,3.2450772409999997,,,,,,,,Boyle,True,False
14.0,6.0,0.07721446,2.635038207,2.635038207,0.201264632,3.5220527365,,,,,,,,Boyle,True,False
14.0,6.0,0.060534489,2.722904502,2.722904502,0.163785136,3.748843957,,,,,,,,Boyle,True,False
14.0,6.0,0.044088217,2.799802765,2.799802765,0.123036346,3.9569037775,,,,,,,,Boyle,True,False
14.0,6.0,0.030977744,2.867102052,2.867102052,0.088683728,4.131167693,,,,,,,,Boyle,True,False
14.0,6.0,0.018934613,2.926000625,2.926000625,0.05537659,4.2855218845,,,,,,,,Boyle,True,False
14.0,6.0,0.012477837,2.977547072,2.977547072,0.037151474,4.398591296,,,,,,,,Boyle,True,False
16.0,6.0,0.349102637,1.386453146,1.386453146,0.287930846,0.0095939660000001,,,,,,,,Boyle,True,False
16.0,6.0,0.321594938,1.476151021,1.476151021,0.32185185,0.3302492685,,,,,,,,Boyle,True,False
16.0,6.0,0.291909509,1.578642644,1.578642644,0.346938663,0.6812904770000001,,,,,,,,Boyle,True,False
16.0,6.0,0.258452291,1.695752743,1.695752743,0.359279477,1.0691837955,,,,,,,,Boyle,True,False
16.0,6.0,0.220800934,1.829566325,1.829566325,0.354615813,1.5050112585000002,,,,,,,,Boyle,True,False
16.0,6.0,0.186511384,1.963379907,1.963379907,0.336648658,1.9128583855,,,,,,,,Boyle,True,False
16.0,6.0,0.152976743,2.097193518,2.097193518,0.304890765,2.311277537,,,,,,,,Boyle,True,False
16.0,6.0,0.125742199,2.214303549,2.214303549,0.270028155,2.6444043994999995,,,,,,,,Boyle,True,False
16.0,6.0,0.099124484,2.316795169,2.316795169,0.225299008,2.9462705635,,,,,,,,Boyle,True,False
16.0,6.0,0.077763928,2.406493123,2.406493123,0.185048494,3.1985907685,,,,,,,,Boyle,True,False
16.0,6.0,0.061751661,2.484994352,2.484994352,0.152483495,3.4032673530000004,,,,,,,,Boyle,True,False
16.0,6.0,0.043465358,2.553696521,2.553696521,0.110622671,3.6036905955,,,,,,,,Boyle,True,False
16.0,6.0,0.03060932,2.613822841,2.613822841,0.079874432,3.7621385875,,,,,,,,Boyle,True,False
16.0,6.0,0.017990853,2.666443791,2.666443791,0.047947646,3.9066425135,,,,,,,,Boyle,True,False
16.0,6.0,0.008872426,2.712496242,2.712496242,0.024065179,4.023303263,,,,,,,,Boyle,True,False
20.0,6.0,0.356738832,1.245184015,1.245184015,0.260138029,-0.0954839855,,,,,,,,Boyle,True,False
20.0,6.0,0.328695797,1.321480516,1.321480516,0.290061693,0.1945389389999998,,,,,,,,Boyle,True,False
20.0,6.0,0.298735365,1.408659139,1.408659139,0.313557723,0.5119074615000001,,,,,,,,Boyle,True,False
20.0,6.0,0.263920584,1.508272145,1.508272145,0.324225783,0.8680585565000001,,,,,,,,Boyle,True,False
20.0,6.0,0.227335262,1.622093,1.622093,0.321811979,1.2518788800000002,,,,,,,,Boyle,True,False
20.0,6.0,0.191280104,1.735913878,1.735913878,0.30433776,1.6239279190000002,,,,,,,,Boyle,True,False
20.0,6.0,0.156148687,1.849734715,1.849734715,0.27378974,1.9854206065,,,,,,,,Boyle,True,False
20.0,6.0,0.126822646,1.949347736,1.949347736,0.239255882,2.292107909,,,,,,,,Boyle,True,False
20.0,6.0,0.101571457,2.0365264,2.0365264,0.202758056,2.5529672060000004,,,,,,,,Boyle,True,False
20.0,6.0,0.081206727,2.112822793,2.112822793,0.169517822,2.7717571055,,,,,,,,Boyle,True,False
20.0,6.0,0.062842057,2.179595377,2.179595377,0.136044955,2.9641620125,,,,,,,,Boyle,True,False
20.0,6.0,0.046030709,2.238032956,2.238032956,0.102638418,3.134810331,,,,,,,,Boyle,True,False
20.0,6.0,0.030386911,2.289175997,2.289175997,0.069436393,3.2880222315000003,,,,,,,,Boyle,True,False
20.0,6.0,0.023398524,2.333934985,2.333934985,0.05458006,3.3890359775,,,,,,,,Boyle,True,False
20.0,6.0,0.006272324,2.373106872,2.373106872,0.01488365,3.530061716,,,,,,,,Boyle,True,False
36.0,6.0,0.36757101,1.024201534,1.024201534,0.220028663,-0.20326927,,,,,,,,Boyle,True,False
36.0,6.0,0.339519004,1.079119404,1.079119404,0.2440006,0.0325680640000001,,,,,,,,Boyle,True,False
36.0,6.0,0.308708691,1.141870281,1.141870281,0.261597091,0.2930694955000001,,,,,,,,Boyle,True,False
36.0,6.0,0.27406991,1.213571348,1.213571348,0.269016483,0.57737704,,,,,,,,Boyle,True,False
36.0,6.0,0.235393453,1.295499185,1.295499185,0.264899522,0.8926234065,,,,,,,,Boyle,True,False
36.0,6.0,0.197494376,1.377427073,1.377427073,0.248368574,1.1993736425,,,,,,,,Boyle,True,False
36.0,6.0,0.163116617,1.459354883,1.459354883,0.224929094,1.4832270085000003,,,,,,,,Boyle,True,False
36.0,6.0,0.132340622,1.531055956,1.531055956,0.195672858,1.7322548800000002,,,,,,,,Boyle,True,False
36.0,6.0,0.106400404,1.59380682,1.59380682,0.165949897,1.941370204,,,,,,,,Boyle,True,False
36.0,6.0,0.083431468,1.648724716,1.648724716,0.135821349,2.124196885,,,,,,,,Boyle,True,False
36.0,6.0,0.064432819,1.696787343,1.696787343,0.108539963,2.2774299334999997,,,,,,,,Boyle,True,False
36.0,6.0,0.048377892,1.738850513,1.738850513,0.08377026,2.4091498225,,,,,,,,Boyle,True,False
36.0,6.0,0.033256134,1.775663071,1.775663071,0.058939653,2.5274449585,,,,,,,,Boyle,True,False
36.0,6.0,0.021954994,1.807880443,1.807880443,0.039668525,2.6224584495,,,,,,,,Boyle,True,False
36.0,6.0,0.005715967,1.836076218,1.836076218,0.010493555,2.73102917,,,,,,,,Boyle,True,False
48.0,6.0,0.371834952,0.95555781,0.95555781,0.208578657,-0.2315315630000001,,,,,,,,Boyle,True,False
48.0,6.0,0.345248583,1.004461509,1.004461509,0.231134708,-0.0183539655,,,,,,,,Boyle,True,False
48.0,6.0,0.311702918,1.060340384,1.060340384,0.244521165,0.2343848440000002,,,,,,,,Boyle,True,False
48.0,6.0,0.277704388,1.124189308,1.124189308,0.251961319,0.4959084870000001,,,,,,,,Boyle,True,False
48.0,6.0,0.23822799,1.197145045,1.197145045,0.247053781,0.7925024915000001,,,,,,,,Boyle,True,False
48.0,6.0,0.199844135,1.270100828,1.270100828,0.231016489,1.0758653749999998,,,,,,,,Boyle,True,False
48.0,6.0,0.165120844,1.343056537,1.343056537,0.209448634,1.3395306735,,,,,,,,Boyle,True,False
48.0,6.0,0.133349755,1.406905461,1.406905461,0.181188632,1.5731001145,,,,,,,,Boyle,True,False
48.0,6.0,0.107080817,1.462784329,1.462784329,0.153179294,1.7667669955,,,,,,,,Boyle,True,False
48.0,6.0,0.084756005,1.511688031,1.511688031,0.126418847,1.9329075405,,,,,,,,Boyle,True,False
48.0,6.0,0.065831561,1.554487254,1.554487254,0.101555064,2.0739573310000003,,,,,,,,Boyle,True,False
48.0,6.0,0.049482595,1.59194398,1.59194398,0.078492393,2.1962804279999997,,,,,,,,Boyle,True,False
48.0,6.0,0.034034493,1.62472511,1.62472511,0.055206709,2.306135543,,,,,,,,Boyle,True,False
48.0,6.0,0.021298275,1.653414276,1.653414276,0.035180918,2.397823608,,,,,,,,Boyle,True,False
48.0,6.0,0.005633543,1.678522272,1.678522272,0.009455336,2.4961034439999996,,,,,,,,Boyle,True,False
8.0,6.0,0.672967324,1.456349991,1.456349991,0.180854572,-3.6716597005,,,,,,,,Charles,True,False
8.0,6.0,0.644237788,1.688457535,1.688457535,0.537089855,-2.9704522754999996,,,,,,,,Charles,True,False
8.0,6.0,0.615128701,1.953670704,1.953670704,0.882690645,-2.2199705259999996,,,,,,,,Charles,True,False
8.0,6.0,0.582609869,2.256711425,2.256711425,1.192011263,-1.3913454485,,,,,,,,Charles,True,False
8.0,6.0,0.544631878,2.6029752,2.6029752,1.448235368,-0.4630450239999994,,,,,,,,Charles,True,False
8.0,6.0,0.505295055,2.998626801,2.998626801,1.668111545,0.5403991454999995,,,,,,,,Charles,True,False
8.0,6.0,0.461174589,3.450710285,3.450710285,1.826107156,1.6545493545000003,,,,,,,,Charles,True,False
8.0,6.0,0.414559181,3.967275102,3.967275102,1.926245815,2.870434701,,,,,,,,Charles,True,False
8.0,6.0,0.364773713,4.557517945,4.557517945,1.955765487,4.204809212499999,,,,,,,,Charles,True,False
8.0,6.0,0.311093783,5.231947461,5.231947461,1.897613764,5.674274104499999,,,,,,,,Charles,True,False
8.0,6.0,0.260177708,5.906377071,5.906377071,1.762071951,7.095724647499999,,,,,,,,Charles,True,False
8.0,6.0,0.21307873,6.580806685,6.580806685,1.57661086,8.4685705865,,,,,,,,Charles,True,False
8.0,6.0,0.170629065,7.171049503,7.171049503,1.346484034,9.6601899995,,,,,,,,Charles,True,False
8.0,6.0,0.136395536,7.687614284,7.687614284,1.133701025,10.673437979,,,,,,,,Charles,True,False
8.0,6.0,0.10686193,8.139697952,8.139697952,0.925066122,11.548793947000002,,,,,,,,Charles,True,False
8.0,6.0,0.08079619,8.535349535,8.535349535,0.722946639,12.3113679045,,,,,,,,Charles,True,False
8.0,6.0,0.058458896,8.881613198,8.881613198,0.537283158,12.971268367,,,,,,,,Charles,True,False
8.0,6.0,0.03917812,9.184653979,9.184653979,0.368188047,13.5440685555,,,,,,,,Charles,True,False
8.0,6.0,0.023374383,9.449867182,9.449867182,0.223936326,14.037237751,,,,,,,,Charles,True,False
8.0,6.0,0.008464573,9.681974668,9.681974668,0.082363621,14.473745474,,,,,,,,Charles,True,False
10.0,6.0,0.674859174,1.222199994,1.222199994,0.206842604,-3.2667029380000008,,,,,,,,Charles,True,False
10.0,6.0,0.648027618,1.399052161,1.399052161,0.504109704,-2.7117523475000005,,,,,,,,Charles,True,False
10.0,6.0,0.614819767,1.601128894,1.601128894,0.755782104,-2.0773382290000004,,,,,,,,Charles,True,False
10.0,6.0,0.581969068,1.832027907,1.832027907,0.999981322,-1.4064041055,,,,,,,,Charles,True,False
10.0,6.0,0.545139643,2.095860338,2.095860338,1.208359227,-0.6642275859999995,,,,,,,,Charles,True,False
10.0,6.0,0.50583024,2.397323317,2.397323317,1.379693006,0.1435115545000003,,,,,,,,Charles,True,False
10.0,6.0,0.462769557,2.741784281,2.741784281,1.503765107,1.0315034964999996,,,,,,,,Charles,True,False
10.0,6.0,0.416674171,3.135375967,3.135375967,1.577505449,2.0015227915,,,,,,,,Charles,True,False
10.0,6.0,0.366171178,3.585105941,3.585105941,1.586790837,3.0707627675,,,,,,,,Charles,True,False
10.0,6.0,0.312133425,4.098981275,4.098981275,1.526615963,4.2427230835,,,,,,,,Charles,True,False
10.0,6.0,0.262085119,4.61285654,4.61285654,1.416031468,5.365218491,,,,,,,,Charles,True,False
10.0,6.0,0.213898723,5.126731908,5.126731908,1.25389607,6.45694637,,,,,,,,Charles,True,False
10.0,6.0,0.172212405,5.576461901,5.576461901,1.072094106,7.395304665499999,,,,,,,,Charles,True,False
10.0,6.0,0.137954014,5.970053607,5.970053607,0.900982189,8.193737343499999,,,,,,,,Charles,True,False
10.0,6.0,0.10681805,6.314514589,6.314514589,0.723589846,8.892751092500001,,,,,,,,Charles,True,False
10.0,6.0,0.081004851,6.615977543,6.615977543,0.565409863,9.4907678745,,,,,,,,Charles,True,False
10.0,6.0,0.059002864,6.879809954,6.879809954,0.422109942,10.007985477,,,,,,,,Charles,True,False
10.0,6.0,0.039256298,7.110709004,7.110709004,0.286503598,10.461113531,,,,,,,,Charles,True,False
10.0,6.0,0.022125943,7.312785732,7.312785732,0.164203184,10.85473731,,,,,,,,Charles,True,False
10.0,6.0,0.008895088,7.489637875,7.489637875,0.067021861,11.1889282305,,,,,,,,Charles,True,False
11.0,6.0,0.678936031,1.155000039,1.155000039,0.230952308,-3.1471240535,,,,,,,,Charles,True,False
11.0,6.0,0.661725634,1.250614865,1.250614865,0.393859272,-2.8301380805000003,,,,,,,,Charles,True,False
11.0,6.0,0.64276132,1.35986735,1.35986735,0.56086168,-2.478425938,,,,,,,,Charles,True,False
11.0,6.0,0.621817426,1.484702616,1.484702616,0.725862848,-2.0889362629999995,,,,,,,,Charles,True,False
11.0,6.0,0.597529197,1.62734317,1.62734317,0.878759194,-1.649758115,,,,,,,,Charles,True,False
11.0,6.0,0.571642723,1.790328804,1.790328804,1.026344503,-1.1693115289999998,,,,,,,,Charles,True,False
11.0,6.0,0.543569638,1.976561098,1.976561098,1.166432958,-0.6409140010000001,,,,,,,,Charles,True,False
11.0,6.0,0.512167683,2.189355847,2.189355847,1.284244012,-0.0537217935000002,,,,,,,,Charles,True,False
11.0,6.0,0.478038855,2.432501766,2.432501766,1.381364431,0.5929716550000004,,,,,,,,Charles,True,False
11.0,6.0,0.441524621,2.710327667,2.710327667,1.453550709,1.3030542985000002,,,,,,,,Charles,True,False
11.0,6.0,0.40112628,3.027780293,3.027780293,1.486708005,2.088665459500001,,,,,,,,Charles,True,False
11.0,6.0,0.357515404,3.39051125,3.39051125,1.479157963,2.952777202,,,,,,,,Charles,True,False
11.0,6.0,0.310134402,3.804978956,3.804978956,1.421198875,3.906842367,,,,,,,,Charles,True,False
11.0,6.0,0.264594645,4.219446487,4.219446487,1.319063697,4.832377027500001,,,,,,,,Charles,True,False
11.0,6.0,0.220338661,4.633914176,4.633914176,1.178713205,5.73435882,,,,,,,,Charles,True,False
11.0,6.0,0.183834334,4.996645216,4.996645216,1.038663277,6.501771966,,,,,,,,Charles,True,False
11.0,6.0,0.151985234,5.314097804,5.314097804,0.895280782,7.164706536000001,,,,,,,,Charles,True,False
11.0,6.0,0.124821505,5.591923681,5.591923681,0.760195041,7.735434200499999,,,,,,,,Charles,True,False
11.0,6.0,0.101171916,5.835069645,5.835069645,0.632845775,8.230457271499999,,,,,,,,Charles,True,False
11.0,6.0,0.082054392,6.047864333,6.047864333,0.525330449,8.653309304499999,,,,,,,,Charles,True,False
11.0,6.0,0.062973614,6.234096678,6.234096678,0.410186602,9.033068261,,,,,,,,Charles,True,False
11.0,6.0,0.048232352,6.397082272,6.397082272,0.31905977,9.354067969,,,,,,,,Charles,True,False
11.0,6.0,0.035902711,6.539722858,6.539722858,0.240727117,9.63101846,,,,,,,,Charles,True,False
11.0,6.0,0.025096914,6.664558119,6.664558119,0.170232445,9.8728518075,,,,,,,,Charles,True,False
11.0,6.0,0.013788202,6.773810614,6.773810614,0.094303193,10.09292985,,,,,,,,Charles,True,False
12.0,6.0,0.683812,1.097249989,1.097249989,0.232973249,-3.0723979455,,,,,,,,Charles,True,False
12.0,6.0,0.654691502,1.245037157,1.245037157,0.48125824,-2.5728449985,,,,,,,,Charles,True,False
12.0,6.0,0.623325041,1.413903306,1.413903306,0.712890263,-2.028542171,,,,,,,,Charles,True,False
12.0,6.0,0.589269414,1.606855005,1.606855005,0.919611513,-1.4351004475,,,,,,,,Charles,True,False
12.0,6.0,0.55197589,1.827327533,1.827327533,1.098279842,-0.7858418034999999,,,,,,,,Charles,True,False
12.0,6.0,0.512846416,2.079246177,2.079246177,1.248812974,-0.0834377415,,,,,,,,Charles,True,False
12.0,6.0,0.468820815,2.367096307,2.367096307,1.348461322,0.6938320755,,,,,,,,Charles,True,False
12.0,6.0,0.422087206,2.696002635,2.696002635,1.406712718,1.5390635475000003,,,,,,,,Charles,True,False
12.0,6.0,0.371644834,3.071821236,3.071821236,1.410329678,2.463542392,,,,,,,,Charles,True,False
12.0,6.0,0.317609924,3.501243035,3.501243035,1.354077007,3.4747002584999995,,,,,,,,Charles,True,False
12.0,6.0,0.266450808,3.930664971,3.930664971,1.247065495,4.4479032955,,,,,,,,Charles,True,False
12.0,6.0,0.216992242,4.360086757,4.360086757,1.096784833,5.3931246675,,,,,,,,Charles,True,False
12.0,6.0,0.174594338,4.735905282,4.735905282,0.933463855,6.201913855,,,,,,,,Charles,True,False
12.0,6.0,0.139701891,5.064811725,5.064811725,0.781072671,6.8897881525,,,,,,,,Charles,True,False
12.0,6.0,0.108808706,5.352661732,5.352661732,0.629546286,7.487338480999998,,,,,,,,Charles,True,False
12.0,6.0,0.082757138,5.604580486,5.604580486,0.492256626,8.000662507,,,,,,,,Charles,True,False
12.0,6.0,0.061105077,5.825053001,5.825053001,0.37202579,8.441528911499999,,,,,,,,Charles,True,False
12.0,6.0,0.039298445,6.01800469,6.01800469,0.243321136,8.838339384000001,,,,,,,,Charles,True,False
12.0,6.0,0.023547563,6.186870824,6.186870824,0.148206119,9.168229398,,,,,,,,Charles,True,False
12.0,6.0,0.007930024,6.334657993,6.334657993,0.050525772,9.4645966105,,,,,,,,Charles,True,False
13.0,6.0,0.68958663,1.048950001,1.048950001,0.232541667,-3.0258397545,,,,,,,,Charles,True,False
13.0,6.0,0.673318208,1.131283178,1.131283178,0.387670564,-2.747393768,,,,,,,,Charles,True,False
13.0,6.0,0.652819195,1.225359588,1.225359588,0.532174535,-2.421751355,,,,,,,,Charles,True,False
13.0,6.0,0.6318957,1.332854141,1.332854141,0.682523132,-2.0727480325000003,,,,,,,,Charles,True,False
13.0,6.0,0.608311334,1.455680812,1.455680812,0.826764636,-1.682927796,,,,,,,,Charles,True,False
13.0,6.0,0.580739293,1.596026281,1.596026281,0.953975363,-1.2424878415,,,,,,,,Charles,True,False
13.0,6.0,0.552854965,1.756389419,1.756389419,1.083242217,-0.7714382224999996,,,,,,,,Charles,True,False
13.0,6.0,0.52147393,1.939625212,1.939625212,1.18913886,-0.246673501,,,,,,,,Charles,True,False
13.0,6.0,0.486690466,2.148996097,2.148996097,1.274097467,0.3343879955000002,,,,,,,,Charles,True,False
13.0,6.0,0.448898858,2.388229811,2.388229811,1.331650917,0.9735321805,,,,,,,,Charles,True,False
13.0,6.0,0.407844335,2.66158545,2.66158545,1.357579029,1.6754390529999998,,,,,,,,Charles,True,False
13.0,6.0,0.36386052,2.973930145,2.973930145,1.347439282,2.4440479375,,,,,,,,Charles,True,False
13.0,6.0,0.315933439,3.330824781,3.330824781,1.290561013,3.2919945465,,,,,,,,Charles,True,False
13.0,6.0,0.268567058,3.687719444,3.687719444,1.187951198,4.11932851,,,,,,,,Charles,True,False
13.0,6.0,0.224508461,4.04461406,4.04461406,1.063003261,4.915450857999999,,,,,,,,Charles,True,False
13.0,6.0,0.18767589,4.356958747,4.356958747,0.935737769,5.5923604365,,,,,,,,Charles,True,False
13.0,6.0,0.154830259,4.630314426,4.630314426,0.801958167,6.181315597,,,,,,,,Charles,True,False
13.0,6.0,0.127497518,4.869548067,4.869548067,0.68164401,6.6845633095000005,,,,,,,,Charles,True,False
13.0,6.0,0.104522022,5.078918948,5.078918948,0.573343018,7.1169216440000005,,,,,,,,Charles,True,False
13.0,6.0,0.08255585,5.262154798,5.262154798,0.461940346,7.501621423,,,,,,,,Charles,True,False
13.0,6.0,0.065451601,5.422517872,5.422517872,0.372617199,7.826350762000001,,,,,,,,Charles,True,False
13.0,6.0,0.04919593,5.562863381,5.562863381,0.283906451,8.1146582455,,,,,,,,Charles,True,False
13.0,6.0,0.034961304,5.685689996,5.685689996,0.204051349,8.366523243,,,,,,,,Charles,True,False
13.0,6.0,0.023642229,5.793184596,5.793184596,0.139397265,8.580852509,,,,,,,,Charles,True,False
13.0,6.0,0.026915218,5.887261007,5.887261007,0.161742247,8.707927559500002,,,,,,,,Charles,True,False
14.0,6.0,0.695172483,1.011149985,1.011149985,0.238386082,-2.9854629555,,,,,,,,Charles,True,False
14.0,6.0,0.66684548,1.141183182,1.141183182,0.474854629,-2.5333354740000003,,,,,,,,Charles,True,False
14.0,6.0,0.634916693,1.289763064,1.289763064,0.686221677,-2.033127464,,,,,,,,Charles,True,False
14.0,6.0,0.59832958,1.459535015,1.459535015,0.86738206,-1.4772480115000004,,,,,,,,Charles,True,False
14.0,6.0,0.56251069,1.653521698,1.653521698,1.040638599,-0.894341754,,,,,,,,Charles,True,False
14.0,6.0,0.519866015,1.875176791,1.875176791,1.161868691,-0.2354190505,,,,,,,,Charles,True,False
14.0,6.0,0.477177924,2.128446781,2.128446781,1.262736955,0.4628727845,,,,,,,,Charles,True,False
14.0,6.0,0.428836822,2.417840919,2.417840919,1.305152737,1.2365416995000005,,,,,,,,Charles,True,False
14.0,6.0,0.37713618,2.748511571,2.748511571,1.301384039,2.0795164584999997,,,,,,,,Charles,True,False
14.0,6.0,0.322998413,3.126345985,3.126345985,1.24929638,2.9921208094999994,,,,,,,,Charles,True,False
14.0,6.0,0.270260249,3.504180493,3.504180493,1.142316697,3.8766038855,,,,,,,,Charles,True,False
14.0,6.0,0.220028055,3.882014949,3.882014949,1.001441032,4.7305987685,,,,,,,,Charles,True,False
14.0,6.0,0.178016319,4.212685548,4.212685548,0.855156179,5.454896494,,,,,,,,Charles,True,False
14.0,6.0,0.142906232,4.502079671,4.502079671,0.716294797,6.073339906499999,,,,,,,,Charles,True,False
14.0,6.0,0.111085564,4.755349644,4.755349644,0.574444119,6.613144647,,,,,,,,Charles,True,False
14.0,6.0,0.084857742,4.977004802,4.977004802,0.450648071,7.074361500999999,,,,,,,,Charles,True,False
14.0,6.0,0.059869326,5.170991454,5.170991454,0.324125882,7.484026101,,,,,,,,Charles,True,False
14.0,6.0,0.040857167,5.340763443,5.340763443,0.225145252,7.8271752945,,,,,,,,Charles,True,False
14.0,6.0,0.023576671,5.489343345,5.489343345,0.131782245,8.128561617499999,,,,,,,,Charles,True,False
14.0,6.0,0.005235004,5.619376486,5.619376486,0.029536457,8.406073823,,,,,,,,Charles,True,False
16.0,6.0,0.709444575,0.942900006,0.942900006,0.231288965,-2.971828935,,,,,,,,Charles,True,False
16.0,6.0,0.678643887,1.06108051,1.06108051,0.449012773,-2.532123272,,,,,,,,Charles,True,False
16.0,6.0,0.646980291,1.196117131,1.196117131,0.658710957,-2.0653420195,,,,,,,,Charles,True,False
16.0,6.0,0.610246567,1.350414202,1.350414202,0.835222183,-1.5431438119999998,,,,,,,,Charles,True,False
16.0,6.0,0.572062068,1.526718784,1.526718784,0.991642247,-0.9839649819999998,,,,,,,,Charles,True,False
16.0,6.0,0.531353625,1.72816989,1.72816989,1.119843857,-0.3808232510000002,,,,,,,,Charles,True,False
16.0,6.0,0.486280655,1.958353994,1.958353994,1.203606507,0.2824930590000001,,,,,,,,Charles,True,False
16.0,6.0,0.437213633,2.221369529,2.221369529,1.244611297,1.0078549274999995,,,,,,,,Charles,True,False
16.0,6.0,0.384962751,2.52189912,2.52189912,1.239836619,1.793470754,,,,,,,,Charles,True,False
16.0,6.0,0.329092663,2.865293574,2.865293574,1.182933651,2.6486824450000004,,,,,,,,Charles,True,False
16.0,6.0,0.275392626,3.208687977,3.208687977,1.079638998,3.4721414594999995,,,,,,,,Charles,True,False
16.0,6.0,0.225084372,3.55208241,3.55208241,0.947834151,4.261809866,,,,,,,,Charles,True,False
16.0,6.0,0.182103723,3.852611992,3.852611992,0.80747307,4.936522884,,,,,,,,Charles,True,False
16.0,6.0,0.144843479,4.115627556,4.115627556,0.667753287,5.516370233,,,,,,,,Charles,True,False
16.0,6.0,0.113338043,4.345811704,4.345811704,0.538732851,6.012948016,,,,,,,,Charles,True,False
16.0,6.0,0.085615551,4.547262773,4.547262773,0.416643815,6.4440699734999995,,,,,,,,Charles,True,False
16.0,6.0,0.062372943,4.723567332,4.723567332,0.309714114,6.814347943,,,,,,,,Charles,True,False
16.0,6.0,0.041783304,4.877864387,4.877864387,0.210751749,7.1374177305,,,,,,,,Charles,True,False
16.0,6.0,0.023953785,5.012901056,5.012901056,0.122422554,7.417402795999999,,,,,,,,Charles,True,False
16.0,6.0,0.009092029,5.131081558,5.131081558,0.046998705,7.658172458,,,,,,,,Charles,True,False
20.0,6.0,0.734467175,0.849450005,0.849450005,0.216709904,-2.9780061235,,,,,,,,Charles,True,False
20.0,6.0,0.702912933,0.952569887,0.952569887,0.428967832,-2.5700801175,,,,,,,,Charles,True,False
20.0,6.0,0.667832353,1.070397915,1.070397915,0.618996277,-2.1228039125,,,,,,,,Charles,True,False
20.0,6.0,0.630617386,1.205031821,1.205031821,0.789938372,-1.6424536475000002,,,,,,,,Charles,True,False
20.0,6.0,0.59072782,1.35886869,1.35886869,0.935533501,-1.1243942579999997,,,,,,,,Charles,True,False
20.0,6.0,0.547547436,1.534647412,1.534647412,1.048723838,-0.5622881230000001,,,,,,,,Charles,True,False
20.0,6.0,0.501184056,1.735497605,1.735497605,1.130529022,0.0463357644999997,,,,,,,,Charles,True,False
20.0,6.0,0.45202106,1.964995236,1.964995236,1.172187433,0.701803237,,,,,,,,Charles,True,False
20.0,6.0,0.398084649,2.227226257,2.227226257,1.162791396,1.4188423514999997,,,,,,,,Charles,True,False
20.0,6.0,0.339096469,2.526859486,2.526859486,1.099831936,2.203951054,,,,,,,,Charles,True,False
20.0,6.0,0.285316007,2.826492756,2.826492756,1.006010628,2.9427697619999997,,,,,,,,Charles,True,False
20.0,6.0,0.23324788,3.1261261,3.1261261,0.879762601,3.658034082,,,,,,,,Charles,True,False
20.0,6.0,0.18753432,3.388357107,3.388357107,0.740831432,4.2728453255,,,,,,,,Charles,True,False
20.0,6.0,0.150291031,3.617854748,3.617854748,0.616079618,4.790833053,,,,,,,,Charles,True,False
20.0,6.0,0.117484379,3.818704912,3.818704912,0.495145267,5.239542366,,,,,,,,Charles,True,False
20.0,6.0,0.089038284,3.994483622,3.994483622,0.383358335,5.62678982,,,,,,,,Charles,True,False
20.0,6.0,0.06466717,4.148320492,4.148320492,0.283414069,5.960564067,,,,,,,,Charles,True,False
20.0,6.0,0.043088125,4.282954404,4.282954404,0.191437778,6.25187969,,,,,,,,Charles,True,False
20.0,6.0,0.025282381,4.400782384,4.400782384,0.113679075,6.500807281000001,,,,,,,,Charles,True,False
36.0,6.0,0.774528106,0.712426329,0.712426329,0.178565082,-2.8559801305,,,,,,,,Charles,True,False
36.0,6.0,0.748164917,0.791235487,0.791235487,0.414961492,-2.5420498654999997,,,,,,,,Charles,True,False
